year,sex,age_x,qx,lx,dx,upcase_lx,upcase_tx,ex
2020,Male,25,0.00033,99445,33,99429,5637599,56.7
2020,Male,26,0.00033,99412,33,99396,5538170,55.7
2020,Male,27,0.00033,99379,33,99363,5438775,54.7
2020,Male,28,0.00034,99346,34,99329,5339412,53.7
2020,Male,29,0.00036,99312,36,99294,5240083,52.8
2020,Male,30,0.00037,99276,37,99258,5140789,51.8
2020,Male,31,0.00039,99239,39,99220,5041532,50.8
2020,Male,32,0.00041,99200,41,99180,4942312,49.8
2020,Male,33,0.00045,99159,45,99137,4843133,48.8
2020,Male,34,0.0005,99114,49,99090,4743996,47.9
2020,Male,35,0.00054,99065,54,99038,4644907,46.9
2020,Male,36,0.00059,99011,59,98982,4545869,45.9
2020,Male,37,0.00065,98952,64,98920,4446887,44.9
2020,Male,38,0.00071,98888,70,98853,4347967,44
2020,Male,39,0.00078,98818,77,98780,4249114,43
2020,Male,40,0.00084,98741,83,98700,4150335,42
2020,Male,41,0.00092,98658,91,98613,4051635,41.1
2020,Male,42,0.00101,98567,100,98517,3953023,40.1
2020,Male,43,0.00113,98467,111,98412,3854506,39.1
2020,Male,44,0.00127,98356,125,98294,3756094,38.2
2020,Male,45,0.00142,98231,139,98162,3657801,37.2
2020,Male,46,0.00157,98092,154,98015,3559639,36.3
2020,Male,47,0.00173,97938,169,97854,3461624,35.3
2020,Male,48,0.00191,97769,187,97676,3363771,34.4
2020,Male,49,0.0021,97582,205,97480,3266095,33.5
2020,Male,50,0.0023,97377,224,97265,3168616,32.5
2020,Male,51,0.00251,97153,244,97031,3071351,31.6
2020,Male,52,0.00277,96909,268,96775,2974320,30.7
2020,Male,53,0.00311,96641,300,96491,2877545,29.8
2020,Male,54,0.00349,96341,336,96173,2781054,28.9
2020,Male,55,0.00388,96005,373,95819,2684881,28
2020,Male,56,0.0043,95632,411,95427,2589062,27.1
2020,Male,57,0.00477,95221,454,94994,2493636,26.2
2020,Male,58,0.00534,94767,506,94514,2398642,25.3
2020,Male,59,0.00598,94261,564,93979,2304128,24.4
2020,Male,60,0.00664,93697,622,93386,2210149,23.6
2020,Male,61,0.00731,93075,680,92735,2116763,22.7
2020,Male,62,0.00802,92395,741,92025,2024028,21.9
2020,Male,63,0.00878,91654,805,91252,1932003,21.1
2020,Male,64,0.00957,90849,869,90415,1840752,20.3
2020,Male,65,0.01036,89980,932,89514,1750337,19.5
2020,Male,66,0.01122,89048,999,88549,1660823,18.7
2020,Male,67,0.01229,88049,1082,87508,1572275,17.9
2020,Male,68,0.01367,86967,1189,86373,1484767,17.1
2020,Male,69,0.01522,85778,1305,85126,1398394,16.3
2020,Male,70,0.0168,84473,1419,83764,1313269,15.5
2020,Male,71,0.0185,83054,1536,82286,1229505,14.8
2020,Male,72,0.02056,81518,1676,80680,1147219,14.1
2020,Male,73,0.02319,79842,1851,78917,1066539,13.4
2020,Male,74,0.02613,77991,2038,76972,987623,12.7
2020,Male,75,0.02914,75953,2213,74847,910651,12
2020,Male,76,0.03231,73740,2382,72549,835804,11.3
2020,Male,77,0.03606,71358,2573,70072,763255,10.7
2020,Male,78,0.04072,68785,2801,67385,693184,10.1
2020,Male,79,0.04589,65984,3028,64470,625799,9.5
2020,Male,80,0.05115,62956,3220,61346,561329,8.9
2020,Male,81,0.05653,59736,3377,58048,499983,8.4
2020,Male,82,0.06258,56359,3527,54596,441936,7.8
2020,Male,83,0.06992,52832,3694,50985,387340,7.3
2020,Male,84,0.07852,49138,3858,47209,336355,6.8
2020,Male,85,0.08757,45280,3965,43298,289146,6.4
2020,Male,86,0.09749,41315,4028,39301,245849,6
2020,Male,87,0.10832,37287,4039,35268,206548,5.5
2020,Male,88,0.12012,33248,3994,31251,171280,5.2
2020,Male,89,0.13294,29254,3889,27310,140029,4.8
2020,Male,90,0.14683,25365,3724,23503,112720,4.4
2020,Male,91,0.16184,21641,3502,19890,89217,4.1
2020,Male,92,0.178,18139,3229,16525,69327,3.8
2020,Male,93,0.19536,14910,2913,13454,52802,3.5
2020,Male,94,0.21394,11997,2567,10714,39349,3.3
2020,Male,95,0.23376,9430,2204,8328,28635,3
2020,Male,96,0.25485,7226,1842,6305,20307,2.8
2020,Male,97,0.2772,5384,1492,4638,14002,2.6
2020,Male,98,0.30082,3892,1171,3307,9364,2.4
2020,Male,99,0.32568,2721,886,2278,6058,2.2
2020,Male,100_and_over,1,1835,1835,3780,3780,2.1
2020,Female,0,0.00169,100000,169,99861,8593473,85.9
2020,Female,1,0.00008,99831,8,99827,8493611,85.1
2020,Female,2,0.00008,99823,8,99819,8393784,84.1
2020,Female,3,0.00008,99815,8,99811,8293965,83.1
2020,Female,4,0.00007,99807,7,99804,8194154,82.1
2020,Female,5,0.00007,99800,7,99797,8094351,81.1
2020,Female,6,0.00006,99793,6,99790,7994554,80.1
2020,Female,7,0.00006,99787,6,99784,7894764,79.1
2020,Female,8,0.00006,99781,6,99778,7794980,78.1
2020,Female,9,0.00006,99775,6,99772,7695202,77.1
2020,Female,10,0.00006,99769,6,99766,7595430,76.1
2020,Female,11,0.00006,99763,6,99760,7495664,75.1
2020,Female,12,0.00007,99757,7,99754,7395904,74.1
2020,Female,13,0.00009,99750,9,99746,7296151,73.1
2020,Female,14,0.00011,99741,11,99736,7196405,72.2
2020,Female,15,0.00013,99730,13,99724,7096670,71.2
2020,Female,16,0.00016,99717,16,99709,6996946,70.2
2020,Female,17,0.00017,99701,17,99693,6897237,69.2
2020,Female,18,0.00017,99684,17,99676,6797545,68.2
2020,Female,19,0.00017,99667,17,99659,6697869,67.2
2020,Female,20,0.00016,99650,16,99642,6598211,66.2
2020,Female,21,0.00015,99634,15,99627,6498569,65.2
2020,Female,22,0.00015,99619,15,99612,6398942,64.2
2020,Female,23,0.00015,99604,15,99597,6299331,63.2
2020,Female,24,0.00016,99589,16,99581,6199734,62.3
2020,Female,25,0.00017,99573,17,99565,6100153,61.3
2020,Female,26,0.00018,99556,18,99547,6000589,60.3
2020,Female,27,0.00019,99538,19,99529,5901042,59.3
2020,Female,28,0.00019,99519,19,99510,5801513,58.3
2020,Female,29,0.00019,99500,19,99491,5702004,57.3
2020,Female,30,0.0002,99481,20,99471,5602513,56.3
2020,Female,31,0.0002,99461,20,99451,5503042,55.3
2020,Female,32,0.00021,99441,21,99431,5403591,54.3
2020,Female,33,0.00023,99420,23,99409,5304161,53.4
2020,Female,34,0.00026,99397,26,99384,5204752,52.4
2020,Female,35,0.00029,99371,28,99357,5105368,51.4
2020,Female,36,0.00031,99343,31,99328,5006011,50.4
2020,Female,37,0.00035,99312,34,99295,4906684,49.4
2020,Female,38,0.00039,99278,38,99259,4807389,48.4
2020,Female,39,0.00043,99240,42,99219,4708130,47.4
2020,Female,40,0.00047,99198,47,99175,4608911,46.5
2020,Female,41,0.00052,99151,51,99126,4509736,45.5
2020,Female,42,0.00058,99100,57,99072,4410611,44.5
2020,Female,43,0.00065,99043,64,99011,4311539,43.5
2020,Female,44,0.00073,98979,73,98943,4212528,42.6
2020,Female,45,0.00082,98906,81,98866,4113586,41.6
2020,Female,46,0.00091,98825,90,98780,4014720,40.6
2020,Female,47,0.00101,98735,100,98685,3915940,39.7
2020,Female,48,0.00114,98635,112,98579,3817255,38.7
2020,Female,49,0.00127,98523,125,98461,3718676,37.7
2020,Female,50,0.00141,98398,139,98329,3620216,36.8
2020,Female,51,0.00155,98259,153,98183,3521887,35.8
2020,Female,52,0.00171,98106,168,98022,3423705,34.9
2020,Female,53,0.00189,97938,185,97846,3325683,34
2020,Female,54,0.00209,97753,204,97651,3227837,33
2020,Female,55,0.00229,97549,223,97438,3130186,32.1
2020,Female,56,0.0025,97326,243,97205,3032749,31.2
2020,Female,57,0.00272,97083,264,96951,2935544,30.2
2020,Female,58,0.00297,96819,287,96676,2838593,29.3
2020,Female,59,0.00323,96532,312,96376,2741918,28.4
2020,Female,60,0.00349,96220,336,96052,2645542,27.5
2020,Female,61,0.00377,95884,362,95703,2549490,26.6
2020,Female,62,0.00411,95522,393,95326,2453787,25.7
2020,Female,63,0.00453,95129,431,94914,2358461,24.8
2020,Female,64,0.005,94698,473,94462,2263548,23.9
2020,Female,65,0.00549,94225,517,93967,2169086,23
2020,Female,66,0.006,93708,562,93427,2075120,22.1
2020,Female,67,0.00658,93146,613,92840,1981693,21.3
2020,Female,68,0.00726,92533,672,92197,1888853,20.4
2020,Female,69,0.00798,91861,733,91495,1796656,19.6
2020,Female,70,0.00869,91128,792,90732,1705162,18.7
2020,Female,71,0.00952,90336,860,89906,1614430,17.9
2020,Female,72,0.01067,89476,955,88999,1524524,17
2020,Female,73,0.01232,88521,1091,87976,1435525,16.2
2020,Female,74,0.01425,87430,1246,86807,1347550,15.4
2020,Female,75,0.01626,86184,1401,85484,1260743,14.6
2020,Female,76,0.01837,84783,1558,84004,1175259,13.9
2020,Female,77,0.0209,83225,1739,82356,1091255,13.1
2020,Female,78,0.02405,81486,1960,80506,1008900,12.4
2020,Female,79,0.02754,79526,2190,78431,928394,11.7
2020,Female,80,0.03109,77336,2404,76134,849963,11
2020,Female,81,0.03477,74932,2605,73630,773829,10.3
2020,Female,82,0.0391,72327,2828,70913,700199,9.7
2020,Female,83,0.04465,69499,3103,67948,629286,9.1
2020,Female,84,0.05139,66396,3412,64690,561339,8.5
2020,Female,85,0.05853,62984,3686,61141,496649,7.9
2020,Female,86,0.06647,59298,3941,57328,435508,7.3
2020,Female,87,0.07528,55357,4167,53274,378180,6.8
2020,Female,88,0.08502,51190,4352,49014,324907,6.3
2020,Female,89,0.09574,46838,4484,44596,275893,5.9
2020,Female,90,0.10749,42354,4553,40078,231297,5.5
2020,Female,91,0.12034,37801,4549,35527,191219,5.1
2020,Female,92,0.13432,33252,4466,31019,155693,4.7
2020,Female,93,0.14947,28786,4303,26635,124674,4.3
2020,Female,94,0.16582,24483,4060,22453,98039,4
2020,Female,95,0.1834,20423,3745,18551,75586,3.7
2020,Female,96,0.2022,16678,3372,14992,57036,3.4
2020,Female,97,0.22224,13306,2957,11828,42044,3.2
2020,Female,98,0.24349,10349,2520,9089,30216,2.9
2020,Female,99,0.26594,7829,2082,6788,21127,2.7
2020,Female,100_and_over,1,5747,5747,14339,14339,2.5
2021,Total,0,0.00188,100000,188,99844,8318222,83.2
2021,Total,1,0.00008,99812,8,99808,8218378,82.3
2021,Total,2,0.00008,99804,8,99800,8118570,81.3
2021,Total,3,0.00007,99796,7,99793,8018770,80.4
2021,Total,4,0.00007,99789,7,99786,7918978,79.4
2021,Total,5,0.00006,99782,6,99779,7819192,78.4
2021,Total,6,0.00006,99776,6,99773,7719413,77.4
2021,Total,7,0.00005,99770,5,99768,7619640,76.4
2021,Total,8,0.00006,99765,6,99762,7519873,75.4
2021,Total,9,0.00007,99759,7,99756,7420111,74.4
2021,Total,10,0.00009,99752,9,99748,7320355,73.4
2021,Total,11,0.0001,99743,10,99738,7220608,72.4
2021,Total,12,0.00012,99733,12,99727,7120870,71.4
2021,Total,13,0.00014,99721,14,99714,7021143,70.4
2021,Total,14,0.00016,99707,16,99699,6921429,69.4
2021,Total,15,0.00018,99691,18,99682,6821730,68.4
2021,Total,16,0.0002,99673,20,99663,6722048,67.4
2021,Total,17,0.00022,99653,22,99642,6622385,66.5
2021,Total,18,0.00023,99631,23,99620,6522743,65.5
2021,Total,19,0.00024,99608,23,99597,6423123,64.5
2021,Total,20,0.00024,99585,24,99573,6323527,63.5
2021,Total,21,0.00025,99561,25,99549,6223954,62.5
2021,Total,22,0.00026,99536,25,99524,6124405,61.5
2021,Total,23,0.00026,99511,26,99498,6024882,60.5
2021,Total,24,0.00027,99485,26,99472,5925384,59.6
2021,Total,25,0.00027,99459,27,99446,5825912,58.6
2021,Total,26,0.00027,99432,27,99419,5726466,57.6
2021,Total,27,0.00028,99405,28,99391,5627048,56.6
2021,Total,28,0.00029,99377,28,99363,5527657,55.6
2021,Total,29,0.00029,99349,29,99335,5428294,54.6
2021,Total,30,0.00029,99320,29,99306,5328959,53.7
2021,Total,31,0.0003,99291,30,99276,5229654,52.7
2021,Total,32,0.00032,99261,32,99245,5130378,51.7
2021,Total,33,0.00035,99229,35,99212,5031133,50.7
2021,Total,34,0.00039,99194,39,99175,4931921,49.7
2021,Total,35,0.00044,99155,44,99133,4832747,48.7
2021,Total,36,0.00049,99111,48,99087,4733614,47.8
2021,Total,37,0.00053,99063,53,99037,4634527,46.8
2021,Total,38,0.00058,99010,58,98981,4535490,45.8
2021,Total,39,0.00063,98952,62,98921,4436509,44.8
2021,Total,40,0.00068,98890,67,98857,4337588,43.9
2021,Total,41,0.00073,98823,72,98787,4238732,42.9
2021,Total,42,0.00081,98751,80,98711,4139945,41.9
2021,Total,43,0.00091,98671,90,98626,4041234,41
2021,Total,44,0.00104,98581,102,98530,3942608,40
2021,Total,45,0.00116,98479,115,98422,3844078,39
2021,Total,46,0.0013,98364,128,98300,3745656,38.1
2021,Total,47,0.00144,98236,142,98165,3647356,37.1
2021,Total,48,0.0016,98094,157,98016,3549191,36.2
2021,Total,49,0.00177,97937,174,97850,3451176,35.2
2021,Total,50,0.00195,97763,190,97668,3353326,34.3
2021,Total,51,0.00213,97573,208,97469,3255658,33.4
2021,Total,52,0.00234,97365,228,97251,3158189,32.4
2021,Total,53,0.0026,97137,252,97011,3060938,31.5
2021,Total,54,0.00288,96885,279,96746,2963927,30.6
2021,Total,55,0.00316,96606,305,96454,2867181,29.7
2021,Total,56,0.00346,96301,333,96135,2770728,28.8
2021,Total,57,0.00381,95968,366,95785,2674593,27.9
2021,Total,58,0.00425,95602,406,95399,2578808,27
2021,Total,59,0.00473,95196,450,94971,2483409,26.1
2021,Total,60,0.00522,94746,495,94499,2388438,25.2
2021,Total,61,0.00573,94251,540,93981,2293940,24.3
2021,Total,62,0.00629,93711,589,93417,2199959,23.5
2021,Total,63,0.00692,93122,644,92800,2106542,22.6
2021,Total,64,0.00758,92478,701,92128,2013742,21.8
2021,Total,65,0.00826,91777,758,91398,1921615,20.9
2021,Total,66,0.00898,91019,818,90610,1830217,20.1
2021,Total,67,0.00983,90201,886,89758,1739607,19.3
2021,Total,68,0.01084,89315,968,88831,1649849,18.5
2021,Total,69,0.01193,88347,1054,87820,1561018,17.7
2021,Total,70,0.01303,87293,1138,86724,1473198,16.9
2021,Total,71,0.01426,86155,1228,85541,1386474,16.1
2021,Total,72,0.01588,84927,1348,84253,1300933,15.3
2021,Total,73,0.01811,83579,1513,82823,1216680,14.6
2021,Total,74,0.0207,82066,1698,81217,1133857,13.8
2021,Total,75,0.02338,80368,1879,79429,1052640,13.1
2021,Total,76,0.02616,78489,2053,77463,973212,12.4
2021,Total,77,0.02931,76436,2240,75316,895749,11.7
2021,Total,78,0.03301,74196,2449,72972,820433,11.1
2021,Total,79,0.03699,71747,2654,70420,747462,10.4
2021,Total,80,0.041,69093,2833,67677,677042,9.8
2021,Total,81,0.04519,66260,2994,64763,609365,9.2
2021,Total,82,0.05026,63266,3180,61676,544602,8.6
2021,Total,83,0.05692,60086,3420,58376,482926,8
2021,Total,84,0.06513,56666,3691,54821,424550,7.5
2021,Total,85,0.07362,52975,3900,51025,369730,7
2021,Total,86,0.08298,49075,4072,47039,318705,6.5
2021,Total,87,0.09327,45003,4197,42905,271666,6
2021,Total,88,0.10452,40806,4265,38674,228761,5.6
2021,Total,89,0.1168,36541,4268,34407,190088,5.2
2021,Total,90,0.13013,32273,4200,30173,155681,4.8
2021,Total,91,0.14455,28073,4058,26044,125508,4.5
2021,Total,92,0.16008,24015,3844,22093,99464,4.1
2021,Total,93,0.17674,20171,3565,18389,77371,3.8
2021,Total,94,0.19454,16606,3231,14991,58982,3.6
2021,Total,95,0.21348,13375,2855,11948,43992,3.3
2021,Total,96,0.23353,10520,2457,9292,32044,3
2021,Total,97,0.25467,8063,2053,7037,22753,2.8
2021,Total,98,0.27686,6010,1664,5178,15716,2.6
2021,Total,99,0.30006,4346,1304,3694,10538,2.4
2021,Total,100_and_over,1,3042,3042,6844,6844,2.2
2021,Male,0,0.00201,100000,201,99833,8080142,80.8
2021,Male,1,0.0001,99799,10,99794,7980309,80
2021,Male,2,0.00009,99789,9,99785,7880515,79
2021,Male,3,0.00008,99780,8,99776,7780730,78
2021,Male,4,0.00007,99772,7,99769,7680954,77
2021,Male,5,0.00006,99765,6,99762,7581186,76
2021,Male,6,0.00005,99759,5,99757,7481424,75
2021,Male,7,0.00005,99754,5,99752,7381667,74
2021,Male,8,0.00006,99749,6,99746,7281916,73
2021,Male,9,0.00007,99743,7,99740,7182170,72
2021,Male,10,0.00009,99736,9,99732,7082430,71
2021,Male,11,0.00011,99727,11,99722,6982699,70
2021,Male,12,0.00012,99716,12,99710,6882977,69
2021,Male,13,0.00015,99704,15,99697,6783267,68
2021,Male,14,0.00017,99689,17,99681,6683571,67
2021,Male,15,0.0002,99672,20,99662,6583890,66.1
2021,Male,16,0.00022,99652,22,99641,6484228,65.1
2021,Male,17,0.00024,99630,24,99618,6384587,64.1
2021,Male,18,0.00026,99606,26,99593,6284969,63.1
2021,Male,19,0.00028,99580,28,99566,6185376,62.1
2021,Male,20,0.0003,99552,30,99537,6085810,61.1
2021,Male,21,0.00032,99522,31,99507,5986273,60.2
2021,Male,22,0.00033,99491,33,99475,5886767,59.2
2021,Male,23,0.00034,99458,34,99441,5787292,58.2
2021,Male,24,0.00036,99424,35,99407,5687851,57.2
2021,Male,25,0.00037,99389,36,99371,5588445,56.2
2021,Male,26,0.00038,99353,37,99335,5489074,55.2
2021,Male,27,0.00039,99316,38,99297,5389739,54.3
2021,Male,28,0.00039,99278,39,99259,5290442,53.3
2021,Male,29,0.0004,99239,39,99220,5191184,52.3
2021,Male,30,0.0004,99200,40,99180,5091964,51.3
2021,Male,31,0.00041,99160,40,99140,4992784,50.4
2021,Male,32,0.00043,99120,42,99099,4893644,49.4
2021,Male,33,0.00046,99078,46,99055,4794545,48.4
2021,Male,34,0.00051,99032,51,99007,4695490,47.4
2021,Male,35,0.00056,98981,56,98953,4596484,46.4
2021,Male,36,0.00062,98925,61,98895,4497531,45.5
2021,Male,37,0.00067,98864,67,98831,4398636,44.5
2021,Male,38,0.00074,98797,73,98761,4299806,43.5
2021,Male,39,0.00081,98724,80,98684,4201045,42.6
2021,Male,40,0.00089,98644,88,98600,4102361,41.6
2021,Male,41,0.00097,98556,95,98509,4003761,40.6
2021,Male,42,0.00107,98461,105,98409,3905253,39.7
2021,Male,43,0.00119,98356,117,98298,3806844,38.7
2021,Male,44,0.00134,98239,132,98173,3708547,37.8
2021,Male,45,0.00149,98107,146,98034,3610374,36.8
2021,Male,46,0.00165,97961,161,97881,3512340,35.9
2021,Male,47,0.00182,97800,178,97711,3414459,34.9
2021,Male,48,0.00203,97622,198,97523,3316748,34
2021,Male,49,0.00225,97424,219,97315,3219225,33
2021,Male,50,0.00248,97205,241,97085,3121911,32.1
2021,Male,51,0.00271,96964,263,96833,3024826,31.2
2021,Male,52,0.00299,96701,289,96557,2927994,30.3
2021,Male,53,0.00332,96412,320,96252,2831437,29.4
2021,Male,54,0.00368,96092,353,95916,2735185,28.5
2021,Male,55,0.00404,95739,387,95546,2639270,27.6
2021,Male,56,0.00443,95352,422,95141,2543724,26.7
2021,Male,57,0.00489,94930,465,94698,2448583,25.8
2021,Male,58,0.00548,94465,518,94206,2353886,24.9
2021,Male,59,0.00615,93947,578,93658,2259680,24.1
2021,Male,60,0.00684,93369,639,93050,2166022,23.2
2021,Male,61,0.00754,92730,700,92380,2072972,22.4
2021,Male,62,0.00829,92030,763,91649,1980592,21.5
2021,Male,63,0.00911,91267,832,90851,1888944,20.7
2021,Male,64,0.00996,90435,901,89985,1798093,19.9
2021,Male,65,0.01082,89534,969,89050,1708108,19.1
2021,Male,66,0.01174,88565,1040,88045,1619059,18.3
2021,Male,67,0.01286,87525,1126,86962,1531014,17.5
2021,Male,68,0.01427,86399,1233,85783,1444052,16.7
2021,Male,69,0.01582,85166,1347,84493,1358269,15.9
2021,Male,70,0.0174,83819,1459,83090,1273777,15.2
2021,Male,71,0.01911,82360,1574,81573,1190687,14.5
2021,Male,72,0.02127,80786,1718,79927,1109114,13.7
2021,Male,73,0.0241,79068,1905,78116,1029187,13
2021,Male,74,0.02733,77163,2109,76109,951072,12.3
2021,Male,75,0.03066,75054,2301,73904,874963,11.7
2021,Male,76,0.03412,72753,2482,71512,801060,11
2021,Male,77,0.03802,70271,2672,68935,729548,10.4
2021,Male,78,0.04263,67599,2881,66159,660613,9.8
2021,Male,79,0.04758,64718,3079,63179,594454,9.2
2021,Male,80,0.05255,61639,3239,60020,531276,8.6
2021,Male,81,0.05775,58400,3373,56714,471256,8.1
2021,Male,82,0.06398,55027,3521,53267,414543,7.5
2021,Male,83,0.07212,51506,3714,49649,361276,7
2021,Male,84,0.08208,47792,3923,45831,311627,6.5
2021,Male,85,0.09234,43869,4051,41844,265797,6.1
2021,Male,86,0.10357,39818,4124,37756,223953,5.6
2021,Male,87,0.11585,35694,4135,33627,186197,5.2
2021,Male,88,0.1292,31559,4078,29520,152571,4.8
2021,Male,89,0.14367,27481,3948,25507,123051,4.5
2021,Male,90,0.15929,23533,3749,21659,97544,4.1
2021,Male,91,0.17608,19784,3484,18042,75885,3.8
2021,Male,92,0.19406,16300,3163,14719,57843,3.5
2021,Male,93,0.21321,13137,2801,11737,43125,3.3
2021,Male,94,0.23354,10336,2414,9129,31388,3
2021,Male,95,0.25503,7922,2020,6912,22259,2.8
2021,Male,96,0.27764,5902,1639,5083,15347,2.6
2021,Male,97,0.30132,4263,1285,3621,10265,2.4
2021,Male,98,0.32601,2978,971,2493,6644,2.2
2021,Male,99,0.35164,2007,706,1654,4152,2.1
2021,Male,100_and_over,1,1301,1301,2498,2498,1.9
2021,Female,0,0.00173,100000,173,99856,8547922,85.5
2021,Female,1,0.00007,99827,7,99824,8448066,84.6
2021,Female,2,0.00006,99820,6,99817,8348242,83.6
2021,Female,3,0.00006,99814,6,99811,8248425,82.6
2021,Female,4,0.00006,99808,6,99805,8148614,81.6
2021,Female,5,0.00006,99802,6,99799,8048809,80.6
2021,Female,6,0.00006,99796,6,99793,7949010,79.7
2021,Female,7,0.00006,99790,6,99787,7849217,78.7
2021,Female,8,0.00007,99784,7,99781,7749430,77.7
2021,Female,9,0.00008,99777,8,99773,7649650,76.7
2021,Female,10,0.00009,99769,9,99765,7549877,75.7
2021,Female,11,0.0001,99760,10,99755,7450112,74.7
2021,Female,12,0.00011,99750,11,99745,7350357,73.7
2021,Female,13,0.00012,99739,12,99733,7250613,72.7
2021,Female,14,0.00014,99727,14,99720,7150880,71.7
2021,Female,15,0.00016,99713,16,99705,7051160,70.7
2021,Female,16,0.00018,99697,18,99688,6951455,69.7
2021,Female,17,0.00019,99679,19,99670,6851767,68.7
2021,Female,18,0.00019,99660,19,99651,6752097,67.8
2021,Female,19,0.00019,99641,19,99632,6652447,66.8
2021,Female,20,0.00018,99622,18,99613,6552815,65.8
2021,Female,21,0.00018,99604,18,99595,6453202,64.8
2021,Female,22,0.00017,99586,17,99578,6353607,63.8
2021,Female,23,0.00017,99569,17,99561,6254030,62.8
2021,Female,24,0.00017,99552,17,99544,6154469,61.8
2021,Female,25,0.00017,99535,17,99527,6054926,60.8
2021,Female,26,0.00017,99518,17,99510,5955399,59.8
2021,Female,27,0.00017,99501,17,99493,5855890,58.9
2021,Female,28,0.00018,99484,18,99475,5756397,57.9
2021,Female,29,0.00019,99466,18,99457,5656922,56.9
2021,Female,30,0.00019,99448,19,99439,5557465,55.9
2021,Female,31,0.0002,99429,20,99419,5458027,54.9
2021,Female,32,0.00022,99409,22,99398,5358608,53.9
2021,Female,33,0.00025,99387,25,99375,5259210,52.9
2021,Female,34,0.00028,99362,28,99348,5159835,51.9
2021,Female,35,0.00033,99334,32,99318,5060487,50.9
2021,Female,36,0.00037,99302,36,99284,4961169,50
2021,Female,37,0.0004,99266,40,99246,4861885,49
2021,Female,38,0.00043,99226,43,99205,4762639,48
2021,Female,39,0.00046,99183,46,99160,4663435,47
2021,Female,40,0.00049,99137,48,99113,4564275,46
2021,Female,41,0.00052,99089,51,99064,4465162,45.1
2021,Female,42,0.00057,99038,56,99010,4366098,44.1
2021,Female,43,0.00065,98982,64,98950,4267088,43.1
2021,Female,44,0.00075,98918,74,98881,4168138,42.1
2021,Female,45,0.00086,98844,85,98802,4069257,41.2
2021,Female,46,0.00097,98759,96,98711,3970456,40.2
2021,Female,47,0.00108,98663,106,98610,3871745,39.2
2021,Female,48,0.0012,98557,118,98498,3773135,38.3
2021,Female,49,0.00132,98439,130,98374,3674637,37.3
2021,Female,50,0.00144,98309,142,98238,3576263,36.4
2021,Female,51,0.00157,98167,154,98090,3478025,35.4
2021,Female,52,0.00172,98013,169,97929,3379935,34.5
2021,Female,53,0.0019,97844,186,97751,3282006,33.5
2021,Female,54,0.00209,97658,205,97556,3184255,32.6
2021,Female,55,0.00229,97453,224,97341,3086700,31.7
2021,Female,56,0.0025,97229,243,97108,2989359,30.7
2021,Female,57,0.00274,96986,265,96854,2892251,29.8
2021,Female,58,0.00301,96721,291,96576,2795398,28.9
2021,Female,59,0.00331,96430,319,96271,2698822,28
2021,Female,60,0.00361,96111,347,95938,2602552,27.1
2021,Female,61,0.00393,95764,376,95576,2506614,26.2
2021,Female,62,0.0043,95388,410,95183,2411038,25.3
2021,Female,63,0.00475,94978,451,94753,2315855,24.4
2021,Female,64,0.00525,94527,496,94279,2221103,23.5
2021,Female,65,0.00576,94031,542,93760,2126824,22.6
2021,Female,66,0.0063,93489,589,93195,2033064,21.7
2021,Female,67,0.0069,92900,641,92580,1939869,20.9
2021,Female,68,0.00758,92259,699,91910,1847290,20
2021,Female,69,0.00828,91560,758,91181,1755380,19.2
2021,Female,70,0.00897,90802,814,90395,1664199,18.3
2021,Female,71,0.00978,89988,880,89548,1573804,17.5
2021,Female,72,0.01099,89108,979,88619,1484256,16.7
2021,Female,73,0.01278,88129,1126,87566,1395638,15.8
2021,Female,74,0.01492,87003,1298,86354,1308072,15
2021,Female,75,0.01716,85705,1470,84970,1221718,14.3
2021,Female,76,0.01949,84235,1641,83415,1136748,13.5
2021,Female,77,0.02215,82594,1830,81679,1053333,12.8
2021,Female,78,0.02533,80764,2046,79741,971654,12
2021,Female,79,0.02878,78718,2265,77586,891913,11.3
2021,Female,80,0.03224,76453,2465,75221,814328,10.7
2021,Female,81,0.03589,73988,2655,72661,739107,10
2021,Female,82,0.04038,71333,2880,69893,666447,9.3
2021,Female,83,0.04641,68453,3177,66865,596554,8.7
2021,Female,84,0.05393,65276,3520,63516,529689,8.1
2021,Female,85,0.06179,61756,3816,59848,466173,7.5
2021,Female,86,0.07055,57940,4088,55896,406325,7
2021,Female,87,0.08027,53852,4323,51691,350429,6.5
2021,Female,88,0.09101,49529,4507,47276,298739,6
2021,Female,89,0.10281,45022,4629,42708,251463,5.6
2021,Female,90,0.11572,40393,4674,38056,208756,5.2
2021,Female,91,0.12978,35719,4636,33401,170700,4.8
2021,Female,92,0.14501,31083,4507,28830,137299,4.4
2021,Female,93,0.16143,26576,4290,24431,108469,4.1
2021,Female,94,0.17904,22286,3990,20291,84038,3.8
2021,Female,95,0.19782,18296,3619,16487,63747,3.5
2021,Female,96,0.21776,14677,3196,13079,47261,3.2
2021,Female,97,0.23881,11481,2742,10110,34182,3
2021,Female,98,0.26092,8739,2280,7599,24072,2.8
2021,Female,99,0.28401,6459,1834,5542,16473,2.6
2021,Female,100_and_over,1,4625,4625,10931,10931,2.4
2022,Total,0,0.00192,100000,192,99839,8299242,83
2022,Total,1,0.00011,99808,11,99803,8199403,82.2
2022,Total,2,0.00011,99797,11,99792,8099601,81.2
2022,Total,3,0.0001,99786,10,99781,7999809,80.2
